sim_time cohesion
10750 73.67 
10800 70.41 
10850 74.03 
10900 66.45 
10950 67.43 
11000 68.55 
11050 69.51 
11100 71.49 
11150 74.27 
11200 77.4 
11250 68.79 
11300 77.06 
11350 77.42 
11400 75.25 
11450 72.86 
11500 82.09 
11550 75.67 
11600 73.13 
11650 69.59 
11700 72.75 
11750 76.71 
11800 75.3 
11850 78.48 
11900 75.5 
11950 71.12 
12000 75.04 
12050 76.64 
12100 76.3 
12150 72.29 
12200 74.9 
12250 79.79 
12300 74.44 
12350 71.93 
12400 74.59 
12450 70.64 
12500 74.74 
12550 69.5 
12600 74.69 
12650 76.43 
12700 71.7 
12750 71.04 
12800 81.7 
12850 84.28 
12900 63.88 
12950 68.68 
13000 64.32 
13050 79.67 
13100 77.33 
13150 78.64 
13200 71.08 
13250 80.01 
13300 70.38 
13350 69.6 
13400 63.11 
13450 75.23 
13500 81.42 
13550 73.05 
13600 77.64 
13650 82.21 
13700 60.23 
13750 67.21 
13800 56.47 
13850 72.19 
13900 72.08 
13950 60.04 
14000 70.95 
14050 71.99 
14100 76.37 
14150 64.76 
14200 65.9 
14250 70.36 
14300 80.98 
14350 69.26 
14400 65.51 
14450 78.65 
14500 71.89 
14550 67.15 
14600 75.78 
14650 64.22 
14700 73.7 
14750 76.35 
14800 70.11 
14850 68.01 
14900 74.17 
14950 78.93 
15000 72.35 
15050 79.28 
15100 62.8 
15150 65.44 
15200 68.15 
15250 69.78 
15300 68.07 
15350 69.94 
15400 61.87 
15450 74.25 
15500 70.63 
15550 69.74 
15600 76.87 
15650 66.83 
15700 67.39 
15750 67.91 
15800 65.65 
15850 64.61 
15900 68.21 
15950 75.5 
16000 68.75 
16050 71.33 
16100 64.76 
16150 72.06 
16200 81.23 
16250 74.68 
16300 81.81 
16350 71.66 
16400 71.35 
16450 73.44 
16500 80.16 
16550 79.77 
16600 63.62 
16650 61.11 
16700 62.39 
16750 67.61 
16800 61.18 
16850 73.59 
16900 68.05 
16950 65.33 
17000 61.21 
17050 50.62 
17100 55.9 
17150 66.45 
17200 65.74 
17250 65.62 
17300 73.94 
17350 66.5 
17400 62.08 
17450 64.55 
17500 57.48 
17550 58.05 
17600 62.07 
17650 61.64 
17700 69.4 
17750 65.69 
17800 71.42 
17850 73.17 
17900 61.89 
17950 76.27 
18000 71.79 
18050 74.95 
18100 66.88 
18150 69.19 
18200 72.25 
18250 62.17 
18300 65.09 
18350 56.35 
18400 63.31 
18450 67.68 
18500 53.44 
18550 66.82 
18600 56.15 
18650 52.33 
18700 68.31 
18750 71.23 
18800 74.78 
18850 68.59 
18900 63.77 
18950 67.34 
19000 67.32 
19050 61.69 
19100 73.51 
19150 65.78 
19200 61.7 
19250 69.31 
19300 73.72 
19350 69.99 
19400 64.79 
19450 69.57 
19500 63.94 
19550 75.13 
19600 65.23 
19650 70.91 
19700 72.67 
19750 71.6 
19800 65.89 
19850 64.94 
19900 69.97 
19950 68.69 
20000 64 
