sim_time cohesion
15250 -1.5 
15300 2.49 
15350 1.62 
15400 -0.06 
15450 5.38 
15500 7.66 
15550 10.68 
15600 2.56 
15650 3.89 
15700 4.14 
15750 -0.18 
15800 0.53 
15850 7.69 
15900 4.82 
15950 13.31 
16000 1.15 
16050 13.84 
16100 5.09 
16150 1.44 
16200 -0.84 
16250 8.8 
16300 8.88 
16350 11.21 
16400 2.96 
16450 0.8 
16500 6.61 
16550 11.34 
16600 12.98 
16650 2.12 
16700 1.72 
16750 5.8 
16800 3.64 
16850 18.17 
16900 14.87 
16950 13.68 
17000 4.24 
17050 5.35 
17100 3.55 
17150 1.83 
17200 5.34 
17250 5.93 
17300 2.7 
17350 -2.12 
17400 2.5 
17450 1.48 
17500 -1.94 
17550 4.51 
17600 4.2 
17650 5.43 
17700 5.86 
17750 7.89 
17800 -0.84 
17850 1.66 
17900 4.34 
17950 0.16 
18000 7.88 
18050 1.58 
18100 12.32 
18150 8.3 
18200 8.02 
18250 15.18 
18300 3.34 
18350 7.63 
18400 4.71 
18450 0.17 
18500 1.3 
18550 2.94 
18600 -2.1 
18650 -2.33 
18700 -0.58 
18750 -0.26 
18800 -1.09 
18850 -0.24 
18900 -1.82 
18950 -1.77 
19000 0.91 
19050 -1.28 
19100 -1.02 
19150 3.37 
19200 5.89 
19250 6.68 
19300 1.89 
19350 -1.5 
19400 0.06 
19450 3.14 
19500 3.25 
19550 6.72 
19600 -0.87 
19650 -2.22 
19700 -2.07 
19750 0.36 
19800 3.01 
19850 1.25 
19900 6.16 
19950 3.27 
20000 8.48 
