sim_time cohesion
15600 11.64 
15650 20.19 
15700 29.71 
15750 31.29 
15800 22.74 
15850 15.43 
15900 20.07 
15950 36.52 
16000 26.67 
16050 31.27 
16100 38.64 
16150 35.43 
16200 16.14 
16250 22.7 
16300 27.62 
16350 27.1 
16400 44.31 
16450 39.18 
16500 33.54 
16550 48.41 
16600 42.99 
16650 30.75 
16700 19.61 
16750 36.05 
16800 29.43 
16850 43.18 
16900 46.87 
16950 45.47 
17000 54.48 
17050 53.56 
17100 45.58 
17150 41.08 
17200 42.19 
17250 57.9 
17300 44.78 
17350 40.38 
17400 48.03 
17450 59.75 
17500 28.07 
17550 48.12 
17600 57.22 
17650 47.34 
17700 46.97 
17750 41.25 
17800 42.84 
17850 46.17 
17900 32 
17950 29.33 
18000 31.17 
18050 48.61 
18100 40.45 
18150 31.58 
18200 27.3 
18250 45.4 
18300 39.24 
18350 29.65 
18400 39.64 
18450 35.17 
18500 22.24 
18550 39.86 
18600 18.55 
18650 23.94 
18700 18.21 
18750 16 
18800 27.96 
18850 21.52 
18900 24.11 
18950 31.61 
19000 34.2 
19050 29.65 
19100 22.82 
19150 28.24 
19200 42.27 
19250 28.02 
19300 42.03 
19350 32.8 
19400 33.91 
19450 34.81 
19500 28.77 
19550 37.53 
19600 25.47 
19650 41.22 
19700 37.09 
19750 27.01 
19800 17.82 
19850 25.95 
19900 28.02 
19950 37.96 
20000 33.2 
